id,title,brand,reference,price_raw,price,price_original_raw,price_original,discount_percent,url,image_small,image_large,description,promo_type,scrape_date
,Boulevard paris ville lumière eau de parfum pour femme 100ml,Boulevard paris,3770006449109,"50,000 TND",50.0,"53,000 TND",53.0,3.0,https://cosmetique.tn/eaux-de-parfum-femme/8496-boulevard-paris-ville-lumiere-eau-de-parfum-pour-femme-100ml.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/20187-thickbox_default/boulevard-paris-ville-lumiere-eau-de-parfum-pour-femme-100ml.jpg,"Ville lumière eau de parfum pour femme 100ml
Note de Tête : Framboise – Fraise – Mûre – Cassis
Note de Cœur : Violette – Jasmin
Note de Fond : Ambre – Musc – Patchouli",Standard,2025-11-24
,Brillant à lèvres lip satin 25 rouge allume 6ml -diego dalla palma,DIEGO DALLA PALMA,8017834863550,"35,000 TND",35.0,"70,000 TND",70.0,35.0,https://cosmetique.tn/gloss-a-levres/2259-rouge-a-levres-liquide-make-up-lip-tint-25-rouge-allume-diego-dalla-palma.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/5767-thickbox_default/rouge-a-levres-liquide-make-up-lip-tint-25-rouge-allume-diego-dalla-palma.jpg,"MUP INK LIP STAIN par DIEGO dalla PALM A, voulez-vous vraiment un rouge à lèvres longue durée? Nous l'avons essayé pour vous sur
profumeria.com, et c'est vrai!

Effet brillant LUMINEUX
Effet d'encre LONG HOLD
FRAIS et HYDRATANT laisse les lèvres douces
Facile à appliquer grâce à sa texture gel, il laisse un film laqué très fin.
Séchage jusqu'à un effet...",Standard,2025-11-24
,Brillant à lèvres lip satin 26 rossetto 6ml -diego dalla palma,DIEGO DALLA PALMA,8017834863567,"35,000 TND",35.0,"70,000 TND",70.0,35.0,https://cosmetique.tn/gloss-a-levres/2260-rouge-a-levres-liquide-make-up-lip-tint-26-diego-dalla-palma.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/5766-thickbox_default/rouge-a-levres-liquide-make-up-lip-tint-26-diego-dalla-palma.jpg,"MUP INK LIP STAIN par DIEGO dalla PALM A, voulez-vous vraiment un rouge à lèvres longue durée? Nous l'avons essayé pour vous sur
profumeria.com, et c'est vrai!

Effet brillant LUMINEUX
Effet d'encre LONG HOLD
FRAIS et HYDRATANT laisse les lèvres douces
Facile à appliquer grâce à sa texture gel, il laisse un film laqué très fin.
Séchage jusqu'à un effet...",Standard,2025-11-24
,Brosse De Massage,Cosmetique,BrossePB2507,"10,000 TND",10.0,"15,000 TND",15.0,5.0,https://cosmetique.tn/brosse-peigne/9619--brosse-de-massage-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/22383-thickbox_default/-brosse-de-massage-.jpg,"La Brosse de massage en silicone stimule le cuir chevelu, favorise la pousse des cheveux et élimine en douceur pellicules et impuretés. Douce et ergonomique, elle s’utilise à sec ou sous la douche, à la maison, en voyage ou au salon.",Standard,2025-11-24
,Brosse électrique nettoyant visage silicone Bleu - Forever,FOREVER,0000000000494,"18,000 TND",18.0,"25,000 TND",25.0,7.0,https://cosmetique.tn/appareil-soin-de-visage-/6869-brosse-electrique-nettoyant-visage-silicone-bleu-forever.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/17271-thickbox_default/brosse-electrique-nettoyant-visage-silicone-bleu-forever.jpg,"La brosse nettoyante Forever  nettoie l’épiderme en profondeur de votre visage, sans décaper. Mais aussi elle vous permet de démaquiller la peau, de la raffermir, de diminuer les rides ou encore d’avoir un effet spa maison avec une fonction massage.",Standard,2025-11-24
,Brosse électrique nettoyant visage silicone Jaune - Forever,FOREVER,0000000000495,"18,000 TND",18.0,"25,000 TND",25.0,7.0,https://cosmetique.tn/appareil-soin-de-visage-/6870-brosse-electrique-nettoyant-visage-silicone-jaune-forever.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/17270-thickbox_default/brosse-electrique-nettoyant-visage-silicone-jaune-forever.jpg,"La brosse nettoyante Forever  nettoie l’épiderme en profondeur de votre visage, sans décaper. Mais aussi elle vous permet de démaquiller la peau, de la raffermir, de diminuer les rides ou encore d’avoir un effet spa maison avec une fonction massage.",Standard,2025-11-24
,Brosse electrique nettoyant visage silicone rose -forever,FOREVER,0000000000231,"18,000 TND",18.0,"25,000 TND",25.0,7.0,https://cosmetique.tn/appareil-soin-de-visage-/4341-brosse-electrique-nettoyant-visage-silicone-rose-forever.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/9849-thickbox_default/brosse-electrique-nettoyant-visage-silicone-rose-forever.jpg,"La brosse nettoyante Forever  nettoie l’épiderme en profondeur de votre visage, sans décaper. Mais aussi elle vous permet de démaquiller la peau, de la raffermir, de diminuer les rides ou encore d’avoir un effet spa maison avec une fonction massage.",Standard,2025-11-24
,Brosse nettoyante électrique pour le visage sonic cleanse turquoise,Cosmetique,0000000000348,"18,830 TND",18.83,"28,830 TND",28.83,10.0,https://cosmetique.tn/appareil-soin-de-visage-/5963-brosse-nettoyante-electrique-pour-le-visage-sonic-cleanse-turquoise.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/14572-thickbox_default/brosse-nettoyante-electrique-pour-le-visage-sonic-cleanse-turquoise.jpg,"Convient à tous les types de peau ! Cette brosse faciale unique en son genre est conçue pour les peaux sensibles. Il comporte des pointes plus fines pour nettoyer en douceur les peaux sensibles ou normales et des pointes plus épaisses pour un nettoyage de précision au sommet.Dispositif de brosse nettoyante pour le visage en profondeur des pores, outil de...",Standard,2025-11-24
,Cèdre Bleu eau de parfum pour homme 100ml -  Géparlys,Geparlys,3700134411471,"60,000 TND",60.0,"65,000 TND",65.0,5.0,https://cosmetique.tn/eaux-de-parfum-homme/7043-cedre-bleu-eau-de-parfum-pour-homme-100ml-geparlys.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/17362-thickbox_default/cedre-bleu-eau-de-parfum-pour-homme-100ml-geparlys.jpg,"Un parfum oriental pour homme
Les notes de tête sont Orange de Sicile, Bergamote de Calabre, Manco et Citron de Sicile;
la note de coeur est Fruits;
les notes de fond sont Musc blanc, Vanille de Madagascar et Ambre.",Standard,2025-11-24
,Cetaphil - Pack Lotion Solaire Liposomale SPF 50+ 50ml  + crème Hydratante Cetaphil 50g...,Cetaphil,3499320009287-pack,"55,000 TND",55.0,"65,000 TND",65.0,10.0,https://cosmetique.tn/ecrans-solaires-invisible/9437-cetaphil-pack-lotion-solaire-liposomale-spf-50-50ml-reme-hydratante-cetaphil-50g-offerte.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/22002-thickbox_default/cetaphil-pack-lotion-solaire-liposomale-spf-50-50ml-reme-hydratante-cetaphil-50g-offerte.jpg,"Découvrez le Pack Peau Protégée & Hydratée de Cetaphil, incluant la Lotion Solaire Liposomale SPF 50+ 50ml et la Crème Hydratante 50g Offerte. 
Une alliance parfaite pour hydrater, apaiser et protéger votre peau au quotidien.",Standard,2025-11-24
,Cetaphil crème hydratante visage & corps 100g,Cetaphil,3499320011815,"38,500 TND",38.5,"48,000 TND",48.0,9.5,https://cosmetique.tn/creme-baume/3302-cetaphil-creme-hydratante-visage-corps-100g-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/21255-thickbox_default/cetaphil-creme-hydratante-visage-corps-100g-.jpg,"La crème hydratante Cetaphil est un excellent hydratant pour les orteils pour vous et votre famille. Sa formule approuvée par les dermatologues contient des émollients et des humectants extra-puissants qui fixent l'eau à la peau, préviennent la perte d'humidité et procurent une hydratation longue durée.
Audit national de Singapour IQVIA D02A - Marché des...",Standard,2025-11-24
,Chauffe cire professionnel blanc 800ml -waxess,WAXESS,8681049010308,"98,000 TND",98.0,"110,000 TND",110.0,12.0,https://cosmetique.tn/cires-a-epiler/4247-chauffe-cire-professionnel-blanc-800ml-pro-wax.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/9625-thickbox_default/chauffe-cire-professionnel-blanc-800ml-pro-wax.jpg,"Appareille chauffe cire professionnel, Permet de conserver la cire à une température constante durant l'épilation.Cet appareil chauffe cire 800 ml peut être utilisé pour la chauffe des cires traditionnelles, pelables ou cires jetables en pot de 800 ml, galets, pastilles. Potentiomètre de réglage de la plage d'utilisation. Voyant de fonctionnement. Bouton...",Standard,2025-11-24
,clarenia -pack éclaircissant rénovatrice,Clarenia,6192484100353-pack,"89,000 TND",89.0,"119,500 TND",119.5,30.5,https://cosmetique.tn/ecrans-solaires-invisible/9494-clarenia-pack-eclaircissant-renovatrice-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/22107-thickbox_default/clarenia-pack-eclaircissant-renovatrice-.jpg,"Clarenia créme eclaircissante rénovtrice spf20:
La crème éclaircissante rénovatrice peau normale à sèche de la marque Clarenia permet de corriger les tâches et prévenir leur répartition, d'hydrater la peau en surface et en profondeur, réduire les effets néfastes des UV grâce à une protection solaire SPF 20 et augmenter les bénéfices des traitements...",Standard,2025-11-24
,Clarenia claresun écran anti âge anti pigmentation spf50+ 50ml,Clarenia,6192484100360,"45,000 TND",45.0,"63,000 TND",63.0,18.0,https://cosmetique.tn/ecrans-solaires-invisible/8288-clarenia-claresun-ecran-anti-age-anti-pigmentation-spf50-50ml.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/19769-thickbox_default/clarenia-claresun-ecran-anti-age-anti-pigmentation-spf50-50ml.jpg,"Clarenia, Claresun Protect+ ANTI-AGE
ANTI-PIGMENTATION est une crème solaire spécialement conçue pour protéger votre peau des rayons du soleil. Elle est à la fois douce et efficace, offrant une protection optimale pour votre visage.
Cette crème solaire est formulée avec des ingrédients naturels à 100% minéraux, tels que le dioxyde de titane et l'oxyde de...",Standard,2025-11-24
,Clarenia claresun écran hydratant invisible spf50+ 50ml,Clarenia,6192484100353,"43,000 TND",43.0,"54,600 TND",54.6,11.6,https://cosmetique.tn/ecrans-solaires-invisible/8287-clarenia-claresun-ecran-hydratant-invisible-spf50-50ml.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/19767-thickbox_default/clarenia-claresun-ecran-hydratant-invisible-spf50-50ml.jpg,"L'écran solaire CLARESUN Invisible est une crème pour le visage spécialement conçue pour protéger votre peau des rayons nocifs du soleil. Avec son indice de protection solaire SPF 50, il offre une protection maximale contre les rayons UVA et UVB, vous permettant de profiter du plein air en toute sécurité.
La formule de CLARESUN Invisible est composée à...",Standard,2025-11-24
,Clarenia crème éclaircissante rénovatrice spf20 peau mixte a grasse 50ml,Clarenia,6192484100308,"40,000 TND",40.0,"62,000 TND",62.0,22.0,https://cosmetique.tn/soins-eclaircissantsvisage/8310-clarenia-creme-eclaircissante-renovatrice-spf20-peau-mixte-a-grasse-50ml.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/19823-thickbox_default/clarenia-creme-eclaircissante-renovatrice-spf20-peau-mixte-a-grasse-50ml.jpg,"La crème éclaircissante rénovatrice peau mixte à grasse de la marque Clarenia permet de corriger les tâches et prévenir leur répartition, d'hydrater la peau en surface et en profondeur, réduire les effets néfastes des UV grâce à une protection solaire SPF 20 et augmenter les bénéfices des traitements dépigmentant grâce à l'association d'actifs...",Standard,2025-11-24
,Clarenia crème éclaircissante rénovatrice spf20 peau normale à sèche 50ml,Clarenia,6192484100292,"40,000 TND",40.0,"62,000 TND",62.0,22.0,https://cosmetique.tn/soins-eclaircissantsvisage/8311-clarenia-creme-eclaircissante-renovatrice-spf20-peau-normale-a-seche-50ml.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/19825-thickbox_default/clarenia-creme-eclaircissante-renovatrice-spf20-peau-normale-a-seche-50ml.jpg,"La crème éclaircissante rénovatrice peau normale à sèche de la marque Clarenia permet de corriger les tâches et prévenir leur répartition, d'hydrater la peau en surface et en profondeur, réduire les effets néfastes des UV grâce à une protection solaire SPF 20 et augmenter les bénéfices des traitements dépigmentant grâce à l'association d'actifs...",Standard,2025-11-24
,Clarenia Lotion micellaire radiance booster 3en1 visage et yeux 200ml,Clarenia,6192484100193,"14,500 TND",14.5,"22,000 TND",22.0,7.5,https://cosmetique.tn/eau-micellaire/4590-eau-micellaire-radiance-booster-3-en-1-200ml-clarenia.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/10366-thickbox_default/eau-micellaire-radiance-booster-3-en-1-200ml-clarenia.jpg,"Eau Micellaire Eclaircissante Clarenia nettoie et démaquille en douceur le visage et les yeux. Grâce à ses actifs éclaircissants, cette eau micellaire aide à réduire l’intensité des taches et unifie le teint, pour une peau éclatante et nette.
Spécialement conçue pour les peaux sensibles, l'Eau micellaire de Clarenia nettoie, démaquille et éclaircit le...",Standard,2025-11-24
,clarenia-pack anti-age,,6192484100360-pack,"90,000 TND",90.0,"118,700 TND",118.7,28.7,https://cosmetique.tn/ecrans-solaires-invisible/9493-clarenia-pack-anti-age.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/22106-thickbox_default/clarenia-pack-anti-age.jpg,"Sérum Clarifiant Action Rapide - 30 ml - Clarenia:
CLARENIA Sérum clarifiant action rapide agit directement à l'origine des taches, pour une action en profondeur. Il unifie ainsi le teint et sublime la peau.

Ces quatre actifs innovants agissent en synergie pour corriger les défauts pigmentaires
Clarenia, Claresun Protect+ ANTI-AGE spf50
ANTI-PIGMENTATION...",Standard,2025-11-24
,Coffret 2 brosse nettoyante & éponge bleu -ruby face,Ruby face,6972547654036-Bleu,"13,000 TND",13.0,"18,000 TND",18.0,5.0,https://cosmetique.tn/brosse-nettoyante/5750-coffret-2-brosse-nettoyante-eponge-bleu-ruby-face.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/13891-thickbox_default/coffret-2-brosse-nettoyante-eponge-bleu-ruby-face.jpg,"Coffret  Contient:
- Une brosse en silicone souple double face à poils ronds pour stimuler la circulation sanguine en massant les lèvres avec un baume à lèvres ou un gommage pour une apparence plus pulpeuse. Un outil de gommage des lèvres d'un côté et une brosse pour éliminer les points noirs du nez de l'autre côté.

- Le Powder Puff est une éponge de...",Standard,2025-11-24
,Coffret 2 brosse nettoyante & éponge mauve -ruby face,Ruby face,6972547654036-Mauve,"13,000 TND",13.0,"18,000 TND",18.0,5.0,https://cosmetique.tn/brosse-nettoyante/5749-coffret-2-brosse-nettoyante-eponge-mauve-ruby-face.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/13888-thickbox_default/coffret-2-brosse-nettoyante-eponge-mauve-ruby-face.jpg,"Coffret  Contient:
- Une brosse en silicone souple double face à poils ronds pour stimuler la circulation sanguine en massant les lèvres avec un baume à lèvres ou un gommage pour une apparence plus pulpeuse. Un outil de gommage des lèvres d'un côté et une brosse pour éliminer les points noirs du nez de l'autre côté.

- Le Powder Puff est une éponge de...",Standard,2025-11-24
,Coffret 2 brosse nettoyante & éponge rose -ruby face,Ruby face,6972547654036-Rose,"13,000 TND",13.0,"18,000 TND",18.0,5.0,https://cosmetique.tn/brosse-nettoyante/5777-coffret-2-brosse-nettoyante-eponge-rose-ruby-face.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/22594-thickbox_default/coffret-2-brosse-nettoyante-eponge-rose-ruby-face.jpg,"Coffret  Contient:
- Une brosse en silicone souple double face à poils ronds pour stimuler la circulation sanguine en massant les lèvres avec un baume à lèvres ou un gommage pour une apparence plus pulpeuse. Un outil de gommage des lèvres d'un côté et une brosse pour éliminer les points noirs du nez de l'autre côté.

- Le Powder Puff est une éponge de...",Standard,2025-11-24
,Coffret 2 brosse nettoyante bleu-ruby face,Ruby face,6972547651134-Bleuciel,"12,000 TND",12.0,"15,000 TND",15.0,3.0,https://cosmetique.tn/brosse-nettoyante/5751-coffret-2-brosse-nettoyante-bleu-ruby-face.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/13893-thickbox_default/coffret-2-brosse-nettoyante-bleu-ruby-face.jpg,"Coffret  Contient:
- Une brosse en silicone souple double face à poils ronds pour stimuler la circulation sanguine en massant les lèvres avec un baume à lèvres ou un gommage pour une apparence plus pulpeuse. Un outil de gommage des lèvres d'un côté et une brosse pour éliminer les points noirs du nez de l'autre côté.
-Brosse nettoyante pour le visage en...",Standard,2025-11-24
,Coffret 2 brosse nettoyante rose-ruby face,Ruby face,6972547651134-Rose,"12,000 TND",12.0,"15,000 TND",15.0,3.0,https://cosmetique.tn/brosse-nettoyante/5752-coffret-2-brosse-nettoyante-rose-ruby-face.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/13896-thickbox_default/coffret-2-brosse-nettoyante-rose-ruby-face.jpg,"Coffret  Contient:
- Une brosse en silicone souple double face à poils ronds pour stimuler la circulation sanguine en massant les lèvres avec un baume à lèvres ou un gommage pour une apparence plus pulpeuse. Un outil de gommage des lèvres d'un côté et une brosse pour éliminer les points noirs du nez de l'autre côté.
-Brosse nettoyante pour le visage en...",Standard,2025-11-24
